Nr.,Type,bolt_num,BL,sBL,dia_1,dia_2,gear1_x,gear1_y,gear1_z,gear2_x,gear2_y,gear2_z,bolt1_x,bolt1_y,bolt1_z,bolt2_x,bolt2_y,bolt2_z,bolt3_x,bolt3_y,bolt3_z,bolt4_x,bolt4_y,bolt4_z,bolt5_x,bolt5_y,bolt5_z,euler_x,euler_y,euler_z
TypeB0_0133,3,4,6.422,1.075,3.907,0.0,1.9536,1.0,11.6089,0.0,0.0,0.0,1.35,-3.601,9.984,1.35,-2.052,13.92,1.35,1.1,9.94,1.35,-4.06,12.565,0.0,0.0,0.0,-14.5711,-3.3135,-2.4051
TypeB0_0134,3,4,7.398,0.848,4.231,0.0,2.1156,1.0,12.188,0.0,0.0,0.0,1.35,-4.183,10.826,1.35,-2.782,14.572,1.35,1.1,10.508,1.35,-4.475,12.936,0.0,0.0,0.0,-4.3612,-4.8875,-1.884
TypeB0_0135,3,4,6.949,0.942,4.348,0.0,2.1739,1.0,11.911,0.0,0.0,0.0,1.35,-4.088,10.25,1.35,-2.332,14.44,1.35,1.1,11.297,1.35,-4.475,12.971,0.0,0.0,0.0,-3.6329,-3.2528,-0.8309
TypeB0_0136,3,4,6.45,0.907,4.142,0.0,2.0711,1.0,11.2066,0.0,0.0,0.0,1.35,-3.859,9.559,1.35,-1.821,13.625,1.35,1.1,9.508,1.35,-4.205,12.372,0.0,0.0,0.0,13.8834,0.8096,1.4114
TypeB0_0137,3,4,7.582,1.952,4.297,0.0,2.1484,1.0,13.3083,0.0,0.0,0.0,1.35,-4.308,12.032,1.35,-1.903,15.805,1.35,1.1,12.168,1.35,-4.159,14.808,0.0,0.0,0.0,-7.5203,-1.7417,3.6688
TypeB0_0138,3,3,7.489,1.783,4.467,0.0,2.2337,1.0,13.2988,0.0,0.0,0.0,1.35,-4.36,11.814,1.35,-2.386,15.888,1.35,1.1,12.233,0.0,0.0,0.0,0.0,0.0,0.0,-6.526,1.2597,0.5805
TypeB0_0139,3,4,7.968,0.61,4.36,0.0,2.18,1.0,12.583,0.0,0.0,0.0,1.35,-4.277,11.149,1.35,-1.651,15.067,1.35,1.1,12.034,1.35,-4.691,12.202,0.0,0.0,0.0,12.9147,1.9928,-4.4144
TypeB0_0140,3,4,7.006,1.98,4.356,0.0,2.1781,1.0,12.8613,0.0,0.0,0.0,1.35,-4.273,11.428,1.35,-2.616,15.361,1.35,1.1,12.822,1.35,-4.68,13.287,0.0,0.0,0.0,7.6263,4.6301,-1.8366
TypeB0_0141,3,4,6.549,1.594,3.862,0.0,1.9309,1.0,12.3243,0.0,0.0,0.0,1.35,-3.871,11.107,1.35,-1.775,14.61,1.35,1.1,11.24,1.35,-3.831,13.604,0.0,0.0,0.0,-12.02,-4.6985,0.4291
TypeB0_0142,3,4,7.672,1.441,3.801,0.0,1.9004,1.0,12.7997,0.0,0.0,0.0,1.35,-3.524,11.227,1.35,-1.753,15.055,1.35,1.1,11.035,1.35,-4.06,13.467,0.0,0.0,0.0,-8.3201,-4.6495,3.9622
TypeB0_0143,3,3,6.541,0.97,4.019,0.0,2.0096,1.0,11.5566,0.0,0.0,0.0,1.35,-3.772,9.973,1.35,-1.96,13.926,1.35,1.1,11.17,0.0,0.0,0.0,0.0,0.0,0.0,-0.4009,2.4158,1.8118
TypeB0_0144,3,3,6.845,0.938,4.298,0.0,2.149,1.0,11.781,0.0,0.0,0.0,1.35,-4.3,10.489,1.35,-1.523,14.211,1.35,1.1,11.366,0.0,0.0,0.0,0.0,0.0,0.0,5.9846,-3.9624,3.6459
TypeB0_0145,3,4,7.858,1.42,3.739,0.0,1.8694,1.0,13.363,0.0,0.0,0.0,1.35,-3.781,12.216,1.35,-2.03,15.587,1.35,1.1,12.192,1.35,-4.07,13.006,0.0,0.0,0.0,-13.7679,3.8283,2.2724
TypeB0_0146,3,3,7.325,1.72,3.753,0.0,1.8766,1.0,13.1263,0.0,0.0,0.0,1.35,-3.497,11.584,1.35,-2.014,15.359,1.35,1.1,11.459,0.0,0.0,0.0,0.0,0.0,0.0,9.638,-3.8213,-3.7961
TypeB0_0147,3,4,7.869,0.897,3.624,0.0,1.8118,1.0,12.6232,0.0,0.0,0.0,1.35,-3.683,11.521,1.35,-1.672,14.791,1.35,1.1,11.523,1.35,-3.627,13.815,0.0,0.0,0.0,10.251,-3.6461,3.299
TypeB0_0148,3,4,7.467,1.121,4.454,0.0,2.2268,1.0,12.3122,0.0,0.0,0.0,1.35,-4.275,10.732,1.35,-1.899,14.878,1.35,1.1,12.412,1.35,-4.508,13.533,0.0,0.0,0.0,10.4068,-4.1872,-0.0038
TypeB0_0149,3,4,7.741,1.112,4.113,0.0,2.0566,1.0,12.6104,0.0,0.0,0.0,1.35,-4.085,11.296,1.35,-1.317,14.911,1.35,1.1,12.313,1.35,-4.402,13.193,0.0,0.0,0.0,-12.2116,1.7355,3.6678
TypeB0_0150,3,4,6.979,0.897,3.727,0.0,1.8634,1.0,11.9133,0.0,0.0,0.0,1.35,-3.448,10.354,1.35,-1.261,14.054,1.35,1.1,10.1,1.35,-4.021,12.451,0.0,0.0,0.0,12.4566,0.6181,-3.2873
TypeB0_0151,3,4,7.861,1.555,3.776,0.0,1.8878,1.0,13.4153,0.0,0.0,0.0,1.35,-3.774,12.193,1.35,-1.181,15.549,1.35,1.1,12.318,1.35,-3.905,14.406,0.0,0.0,0.0,2.5664,0.835,0.7207
TypeB0_0152,3,3,6.703,1.585,3.891,0.0,1.9456,1.0,12.2971,0.0,0.0,0.0,1.35,-3.857,11.008,1.35,-1.854,14.601,1.35,1.1,11.973,0.0,0.0,0.0,0.0,0.0,0.0,8.4541,-2.805,-2.7046
TypeB0_0153,3,3,7.364,1.782,3.651,0.0,1.8254,1.0,12.8917,0.0,0.0,0.0,1.35,-3.535,11.53,1.35,-1.858,15.077,1.35,1.1,11.597,0.0,0.0,0.0,0.0,0.0,0.0,-10.8696,-1.3213,0.7916
TypeB0_0154,3,3,6.685,0.828,3.858,0.0,1.9289,1.0,11.6946,0.0,0.0,0.0,1.35,-3.855,10.458,1.35,-2.189,13.969,1.35,1.1,10.886,0.0,0.0,0.0,0.0,0.0,0.0,1.4959,-0.9077,3.3004
TypeB0_0155,3,3,6.588,1.048,3.555,0.0,1.7777,1.0,11.7895,0.0,0.0,0.0,1.35,-3.39,10.386,1.35,-1.701,13.926,1.35,1.1,11.403,0.0,0.0,0.0,0.0,0.0,0.0,-13.4896,2.1039,-3.6456
TypeB0_0156,3,3,6.511,1.166,4.385,0.0,2.1927,1.0,11.5242,0.0,0.0,0.0,1.35,-4.196,9.942,1.35,-2.406,14.068,1.35,1.1,9.554,0.0,0.0,0.0,0.0,0.0,0.0,12.0227,0.6183,2.0636
TypeB0_0157,3,3,6.788,0.989,3.653,0.0,1.8263,1.0,11.6683,0.0,0.0,0.0,1.35,-3.475,10.232,1.35,-2.029,13.845,1.35,1.1,10.448,0.0,0.0,0.0,0.0,0.0,0.0,6.6043,0.3568,1.0037
TypeB0_0158,3,3,7.627,1.023,4.398,0.0,2.1992,1.0,12.5178,0.0,0.0,0.0,1.35,-4.382,11.181,1.35,-2.846,14.994,1.35,1.1,12.327,0.0,0.0,0.0,0.0,0.0,0.0,-5.6122,-2.7854,2.6612
TypeB0_0159,3,3,7.693,1.148,4.255,0.0,2.1275,1.0,12.7301,0.0,0.0,0.0,1.35,-4.195,11.346,1.35,-2.757,15.137,1.35,1.1,11.612,0.0,0.0,0.0,0.0,0.0,0.0,-6.5859,2.4164,-1.4442
TypeB0_0160,3,4,7.384,1.001,3.996,0.0,1.9981,1.0,12.1164,0.0,0.0,0.0,1.35,-3.818,10.617,1.35,-1.54,14.43,1.35,1.1,11.175,1.35,-4.355,12.06,0.0,0.0,0.0,-4.1954,0.2433,1.106
TypeB0_0161,3,3,7.105,1.891,3.877,0.0,1.9384,1.0,12.9508,0.0,0.0,0.0,1.35,-3.921,11.788,1.35,-2.713,15.115,1.35,1.1,12.94,0.0,0.0,0.0,0.0,0.0,0.0,11.519,3.7368,-0.607
TypeB0_0162,3,4,7.027,1.348,3.79,0.0,1.8951,1.0,12.233,0.0,0.0,0.0,1.35,-3.765,10.973,1.35,-1.314,14.412,1.35,1.1,10.823,1.35,-3.483,13.835,0.0,0.0,0.0,-6.0621,1.3995,-3.0941
TypeB0_0163,3,3,7.018,1.228,3.524,0.0,1.762,1.0,12.3301,0.0,0.0,0.0,1.35,-3.356,10.93,1.35,-2.155,14.415,1.35,1.1,11.734,0.0,0.0,0.0,0.0,0.0,0.0,-3.0252,-1.9457,-3.0437
TypeB0_0164,3,3,7.202,1.106,3.876,0.0,1.9378,1.0,12.3988,0.0,0.0,0.0,1.35,-3.598,10.81,1.35,-1.173,14.566,1.35,1.1,11.332,0.0,0.0,0.0,0.0,0.0,0.0,-7.9188,2.4809,2.742
TypeB0_0165,3,3,6.224,0.688,3.905,0.0,1.9525,1.0,10.9261,0.0,0.0,0.0,1.35,-3.947,9.756,1.35,-2.563,13.156,1.35,1.1,9.54,0.0,0.0,0.0,0.0,0.0,0.0,-7.8463,-0.7311,2.5105
TypeB0_0166,3,3,7.217,0.798,4.359,0.0,2.1796,1.0,11.8209,0.0,0.0,0.0,1.35,-4.068,10.123,1.35,-1.64,14.302,1.35,1.1,9.853,0.0,0.0,0.0,0.0,0.0,0.0,11.8689,1.2697,0.2443
TypeB0_0167,3,4,7.673,0.816,4.132,0.0,2.0661,1.0,12.2646,0.0,0.0,0.0,1.35,-3.921,10.701,1.35,-1.309,14.569,1.35,1.1,12.448,1.35,-4.304,13.2,0.0,0.0,0.0,1.0884,3.8674,-1.4652
TypeB0_0168,3,3,6.631,1.412,3.687,0.0,1.8435,1.0,11.9615,0.0,0.0,0.0,1.35,-3.487,10.494,1.35,-1.84,14.165,1.35,1.1,10.953,0.0,0.0,0.0,0.0,0.0,0.0,14.7889,-1.789,-0.6247
TypeB0_0169,3,3,7.956,1.475,3.823,0.0,1.9116,1.0,13.4205,0.0,0.0,0.0,1.35,-3.534,11.831,1.35,-1.644,15.676,1.35,1.1,11.719,0.0,0.0,0.0,0.0,0.0,0.0,1.0073,3.7218,0.8627
TypeB0_0170,3,3,6.825,0.766,4.134,0.0,2.0669,1.0,11.3744,0.0,0.0,0.0,1.35,-4.112,10.068,1.35,-1.938,13.798,1.35,1.1,10.043,0.0,0.0,0.0,0.0,0.0,0.0,-2.0952,4.8761,4.3808
TypeB0_0171,3,4,6.88,0.607,3.526,0.0,1.7632,1.0,11.1696,0.0,0.0,0.0,1.35,-3.299,9.703,1.35,-1.971,13.283,1.35,1.1,10.716,1.35,-3.15,12.777,0.0,0.0,0.0,2.9159,4.7941,-4.2905
TypeB0_0172,3,3,6.784,1.308,3.659,0.0,1.8293,1.0,11.7791,0.0,0.0,0.0,1.35,-3.655,10.57,1.35,-2.495,13.865,1.35,1.1,9.813,0.0,0.0,0.0,0.0,0.0,0.0,14.7897,-1.3381,-2.2798
TypeB0_0173,3,4,7.9,0.648,3.53,0.0,1.7651,1.0,12.6316,0.0,0.0,0.0,1.35,-3.426,11.306,1.35,-1.511,14.742,1.35,1.1,10.407,1.35,-3.886,12.765,0.0,0.0,0.0,-3.5064,4.839,0.5726
TypeB0_0174,3,3,7.503,0.904,3.954,0.0,1.9771,1.0,12.4169,0.0,0.0,0.0,1.35,-3.743,10.886,1.35,-1.807,14.748,1.35,1.1,12.377,0.0,0.0,0.0,0.0,0.0,0.0,5.2121,-4.3921,2.3379
TypeB0_0175,3,4,7.252,1.629,4.495,0.0,2.2476,1.0,12.6665,0.0,0.0,0.0,1.35,-4.176,10.912,1.35,-2.472,15.264,1.35,1.1,12.827,1.35,-4.846,12.444,0.0,0.0,0.0,-0.2158,-4.7401,-2.4818
TypeB0_0176,3,4,7.04,1.123,4.468,0.0,2.2338,1.0,11.9076,0.0,0.0,0.0,1.35,-4.222,10.242,1.35,-1.667,14.439,1.35,1.1,10.333,1.35,-4.088,13.721,0.0,0.0,0.0,13.7649,-3.8757,-4.6414
TypeB0_0177,3,3,7.52,1.566,3.528,0.0,1.7641,1.0,13.1217,0.0,0.0,0.0,1.35,-3.38,11.744,1.35,-1.767,15.246,1.35,1.1,12.785,0.0,0.0,0.0,0.0,0.0,0.0,-4.7117,4.3539,3.6938
TypeB0_0178,3,3,6.63,1.194,3.865,0.0,1.9324,1.0,11.8945,0.0,0.0,0.0,1.35,-3.81,10.58,1.35,-1.271,14.089,1.35,1.1,10.221,0.0,0.0,0.0,0.0,0.0,0.0,-10.133,-0.8916,2.7808
TypeB0_0179,3,4,7.273,1.739,3.662,0.0,1.831,1.0,13.067,0.0,0.0,0.0,1.35,-3.456,11.597,1.35,-1.759,15.257,1.35,1.1,12.874,1.35,-3.96,13.587,0.0,0.0,0.0,-2.834,1.5286,1.5757
TypeB0_0180,3,4,7.329,0.754,3.831,0.0,1.9153,1.0,11.7701,0.0,0.0,0.0,1.35,-3.846,10.567,1.35,-1.228,13.939,1.35,1.1,9.808,1.35,-4.178,11.529,0.0,0.0,0.0,-14.6741,4.1599,-3.5999
TypeB0_0181,3,4,7.508,0.842,4.47,0.0,2.2352,1.0,12.2842,0.0,0.0,0.0,1.35,-4.125,10.506,1.35,-1.456,14.759,1.35,1.1,11.657,1.35,-3.905,14.271,0.0,0.0,0.0,-10.7129,2.7657,-1.3103
TypeB0_0182,3,3,6.202,0.766,4.089,0.0,2.0445,1.0,10.9974,0.0,0.0,0.0,1.35,-4.049,9.669,1.35,-2.167,13.399,1.35,1.1,9.123,0.0,0.0,0.0,0.0,0.0,0.0,12.2749,2.7801,-2.1948
TypeB0_0183,3,4,7.734,1.761,3.584,0.0,1.7918,1.0,13.2958,0.0,0.0,0.0,1.35,-3.329,11.79,1.35,-2.515,15.323,1.35,1.1,13.317,1.35,-3.474,14.638,0.0,0.0,0.0,11.5827,0.1734,-1.8699
TypeB0_0184,3,3,7.697,1.948,3.924,0.0,1.9621,1.0,13.304,0.0,0.0,0.0,1.35,-3.762,11.837,1.35,-1.548,15.589,1.35,1.1,11.927,0.0,0.0,0.0,0.0,0.0,0.0,-10.4514,1.99,-3.0965
TypeB0_0185,3,4,6.208,0.797,3.656,0.0,1.8278,1.0,11.0008,0.0,0.0,0.0,1.35,-3.644,9.781,1.35,-1.615,13.178,1.35,1.1,9.801,1.35,-3.997,11.287,0.0,0.0,0.0,11.0336,3.7017,-1.5981
TypeB0_0186,3,4,6.292,1.101,3.949,0.0,1.9743,1.0,11.4151,0.0,0.0,0.0,1.35,-3.973,10.209,1.35,-1.641,13.725,1.35,1.1,10.661,1.35,-4.299,11.63,0.0,0.0,0.0,0.5186,2.8355,1.1101
TypeB0_0187,3,3,7.503,1.398,3.799,0.0,1.8996,1.0,13.0611,0.0,0.0,0.0,1.35,-3.676,11.665,1.35,-2.412,15.262,1.35,1.1,11.438,0.0,0.0,0.0,0.0,0.0,0.0,3.7141,2.3973,-3.0859
TypeB0_0188,3,4,7.355,1.392,4.437,0.0,2.2183,1.0,12.9084,0.0,0.0,0.0,1.35,-4.336,11.438,1.35,-1.641,15.421,1.35,1.1,11.239,1.35,-4.547,14.015,0.0,0.0,0.0,4.3678,-4.8873,-3.7092
TypeB0_0189,3,3,7.142,1.37,4.494,0.0,2.2469,1.0,12.5576,0.0,0.0,0.0,1.35,-4.454,11.17,1.35,-1.763,15.119,1.35,1.1,11.347,0.0,0.0,0.0,0.0,0.0,0.0,-1.7424,-1.4208,2.8016
TypeB0_0190,3,3,7.641,1.236,3.628,0.0,1.8141,1.0,13.0618,0.0,0.0,0.0,1.35,-3.521,11.715,1.35,-1.209,15.15,1.35,1.1,12.859,0.0,0.0,0.0,0.0,0.0,0.0,2.523,-4.0608,-3.9743
TypeB0_0191,3,3,7.94,0.859,4.354,0.0,2.1768,1.0,12.5917,0.0,0.0,0.0,1.35,-4.304,11.209,1.35,-2.995,14.993,1.35,1.1,10.813,0.0,0.0,0.0,0.0,0.0,0.0,-8.1304,3.1431,-1.016
TypeB0_0192,3,3,7.107,0.891,3.539,0.0,1.7696,1.0,11.6944,0.0,0.0,0.0,1.35,-3.32,10.235,1.35,-1.895,13.82,1.35,1.1,11.884,0.0,0.0,0.0,0.0,0.0,0.0,1.4124,-4.0957,-0.8735
TypeB0_0193,3,4,7.028,1.065,3.637,0.0,1.8184,1.0,12.1326,0.0,0.0,0.0,1.35,-3.41,10.645,1.35,-1.435,14.277,1.35,1.1,10.735,1.35,-3.887,12.814,0.0,0.0,0.0,9.4941,-2.0312,-0.4354
TypeB0_0194,3,3,7.873,0.634,4.31,0.0,2.155,1.0,12.6826,0.0,0.0,0.0,1.35,-4.193,11.209,1.35,-2.065,15.196,1.35,1.1,11.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0452,-4.1049,0.2616
TypeB0_0195,3,4,7.308,0.656,3.942,0.0,1.9709,1.0,11.8229,0.0,0.0,0.0,1.35,-3.927,10.556,1.35,-1.697,14.138,1.35,1.1,10.594,1.35,-3.816,13.247,0.0,0.0,0.0,-9.2604,0.1067,0.8735
TypeB0_0196,3,4,6.261,1.4,4.393,0.0,2.1965,1.0,11.304,0.0,0.0,0.0,1.35,-4.399,10.007,1.35,-2.692,13.812,1.35,1.1,11.292,1.35,-4.711,11.762,0.0,0.0,0.0,-5.1592,-4.1976,-0.8174
TypeB0_0197,3,4,7.506,1.108,4.317,0.0,2.1585,1.0,12.684,0.0,0.0,0.0,1.35,-4.23,11.252,1.35,-1.961,15.195,1.35,1.1,12.099,1.35,-4.599,13.305,0.0,0.0,0.0,-8.0611,4.8459,-0.7739
TypeB0_0198,3,3,7.54,1.996,4.386,0.0,2.1928,1.0,13.2476,0.0,0.0,0.0,1.35,-4.068,11.516,1.35,-2.879,15.706,1.35,1.1,12.263,0.0,0.0,0.0,0.0,0.0,0.0,3.6929,-1.4385,2.1065
TypeB0_0199,3,3,7.341,0.7,3.636,0.0,1.8179,1.0,12.0637,0.0,0.0,0.0,1.35,-3.69,10.95,1.35,-1.65,14.235,1.35,1.1,10.389,0.0,0.0,0.0,0.0,0.0,0.0,4.2859,0.1901,-2.2335
TypeB0_0200,3,3,7.252,1.97,4.101,0.0,2.0505,1.0,12.927,0.0,0.0,0.0,1.35,-4.135,11.716,1.35,-2.277,15.327,1.35,1.1,11.584,0.0,0.0,0.0,0.0,0.0,0.0,3.3727,-1.3542,4.3144
TypeB1_0001,4,3,7.65,1.972,4.058,0.0,2.0291,1.0,13.2336,0.0,0.0,0.0,1.35,-3.891,11.736,1.35,-1.66,15.594,1.35,1.1,11.524,0.0,0.0,0.0,0.0,0.0,0.0,-14.6047,-3.0873,2.502
TypeB1_0002,4,3,6.22,1.141,3.7,0.0,1.85,1.0,11.2757,0.0,0.0,0.0,1.35,-3.636,9.974,1.35,-1.467,13.452,1.35,1.1,10.831,0.0,0.0,0.0,0.0,0.0,0.0,-9.3677,-3.9833,0.0972
TypeB1_0003,4,3,7.868,1.569,4.04,0.0,2.0201,1.0,13.2727,0.0,0.0,0.0,1.35,-3.932,11.855,1.35,-1.75,15.637,1.35,1.1,13.267,0.0,0.0,0.0,0.0,0.0,0.0,-7.6153,-0.5968,1.9153
TypeB1_0004,4,3,7.521,1.638,3.823,0.0,1.9116,1.0,13.0717,0.0,0.0,0.0,1.35,-3.748,11.735,1.35,-2.251,15.318,1.35,1.1,12.644,0.0,0.0,0.0,0.0,0.0,0.0,10.0445,0.5204,3.8205
TypeB1_0005,4,3,6.898,1.723,4.43,0.0,2.215,1.0,12.2494,0.0,0.0,0.0,1.35,-4.302,10.742,1.35,-1.793,14.79,1.35,1.1,10.895,0.0,0.0,0.0,0.0,0.0,0.0,3.3443,-2.0474,-2.6618
TypeB1_0006,4,3,7.193,1.26,3.994,0.0,1.997,1.0,12.6309,0.0,0.0,0.0,1.35,-3.905,11.248,1.35,-2.114,14.985,1.35,1.1,11.964,0.0,0.0,0.0,0.0,0.0,0.0,-9.454,1.4136,-3.4947
TypeB1_0007,4,3,6.99,1.725,3.949,0.0,1.9744,1.0,12.4438,0.0,0.0,0.0,1.35,-3.877,11.091,1.35,-2.073,14.776,1.35,1.1,10.823,0.0,0.0,0.0,0.0,0.0,0.0,4.4981,0.9972,-0.5215
TypeB1_0008,4,3,7.26,1.505,4.322,0.0,2.1608,1.0,12.5389,0.0,0.0,0.0,1.35,-4.199,11.055,1.35,-2.463,15.041,1.35,1.1,11.796,0.0,0.0,0.0,0.0,0.0,0.0,7.9731,-3.1129,4.6108
TypeB1_0009,4,3,6.335,0.689,4.466,0.0,2.2332,1.0,10.9504,0.0,0.0,0.0,1.35,-4.348,9.449,1.35,-2.276,13.543,1.35,1.1,9.053,0.0,0.0,0.0,0.0,0.0,0.0,-10.8591,-2.9587,1.2814
TypeB1_0010,4,3,7.144,1.336,3.925,0.0,1.9623,1.0,12.1913,0.0,0.0,0.0,1.35,-3.742,10.7,1.35,-1.695,14.498,1.35,1.1,12.172,0.0,0.0,0.0,0.0,0.0,0.0,3.2981,0.8112,1.8433
TypeB1_0011,4,3,6.865,1.746,3.933,0.0,1.9664,1.0,12.6242,0.0,0.0,0.0,1.35,-3.791,11.181,1.35,-2.334,14.921,1.35,1.1,12.442,0.0,0.0,0.0,0.0,0.0,0.0,13.1154,-4.2419,-2.3671
TypeB1_0012,4,3,6.655,1.299,4.01,0.0,2.0052,1.0,11.7281,0.0,0.0,0.0,1.35,-3.937,10.363,1.35,-1.93,14.092,1.35,1.1,10.393,0.0,0.0,0.0,0.0,0.0,0.0,-5.7203,1.1374,-4.8806
TypeB1_0013,4,3,7.547,1.661,3.581,0.0,1.7903,1.0,13.1742,0.0,0.0,0.0,1.35,-3.527,11.907,1.35,-2.048,15.309,1.35,1.1,11.233,0.0,0.0,0.0,0.0,0.0,0.0,10.9489,-0.3538,1.32
TypeB1_0014,4,3,7.571,1.423,4.339,0.0,2.1695,1.0,12.8355,0.0,0.0,0.0,1.35,-4.124,11.229,1.35,-2.265,15.363,1.35,1.1,12.119,0.0,0.0,0.0,0.0,0.0,0.0,4.4979,-2.0005,0.497
TypeB1_0015,4,3,6.305,1.351,4.301,0.0,2.1507,1.0,11.3636,0.0,0.0,0.0,1.35,-4.101,9.783,1.35,-2.397,13.862,1.35,1.1,10.115,0.0,0.0,0.0,0.0,0.0,0.0,-12.509,-2.7229,-4.1182
TypeB1_0016,4,3,6.577,1.708,3.628,0.0,1.8139,1.0,11.9494,0.0,0.0,0.0,1.35,-3.573,10.672,1.35,-1.863,14.123,1.35,1.1,10.944,0.0,0.0,0.0,0.0,0.0,0.0,-6.3417,-2.2421,-0.3693
TypeB1_0017,4,3,6.499,1.094,3.779,0.0,1.8895,1.0,11.7292,0.0,0.0,0.0,1.35,-3.629,10.303,1.35,-1.903,13.979,1.35,1.1,11.387,0.0,0.0,0.0,0.0,0.0,0.0,0.5117,0.1087,4.2003
TypeB1_0018,4,3,7.13,1.241,3.875,0.0,1.9374,1.0,12.3525,0.0,0.0,0.0,1.35,-3.721,10.904,1.35,-1.992,14.649,1.35,1.1,12.041,0.0,0.0,0.0,0.0,0.0,0.0,10.0449,3.1235,2.9806
TypeB1_0019,4,3,6.416,1.317,3.995,0.0,1.9976,1.0,11.8717,0.0,0.0,0.0,1.35,-3.865,10.432,1.35,-2.375,14.199,1.35,1.1,9.599,0.0,0.0,0.0,0.0,0.0,0.0,-11.866,4.8658,-1.5765
TypeB1_0020,4,3,7.186,1.541,3.805,0.0,1.9025,1.0,12.3636,0.0,0.0,0.0,1.35,-3.726,11.024,1.35,-1.956,14.625,1.35,1.1,10.604,0.0,0.0,0.0,0.0,0.0,0.0,7.9504,0.5242,4.8072
TypeB1_0021,4,3,6.87,0.632,3.649,0.0,1.8244,1.0,11.3627,0.0,0.0,0.0,1.35,-3.601,10.092,1.35,-1.582,13.534,1.35,1.1,10.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0915,3.9086,-4.9051
TypeB1_0022,4,3,7.462,1.547,3.75,0.0,1.8751,1.0,12.6583,0.0,0.0,0.0,1.35,-3.699,11.367,1.35,-1.763,14.891,1.35,1.1,11.792,0.0,0.0,0.0,0.0,0.0,0.0,5.9895,4.816,4.4266
TypeB1_0023,4,3,7.621,1.479,4.038,0.0,2.0192,1.0,12.9635,0.0,0.0,0.0,1.35,-3.961,11.589,1.35,-2.294,15.327,1.35,1.1,12.23,0.0,0.0,0.0,0.0,0.0,0.0,-5.9302,1.1733,1.7545
TypeB1_0024,4,3,7.619,1.692,3.688,0.0,1.8441,1.0,12.9661,0.0,0.0,0.0,1.35,-3.552,11.573,1.35,-1.772,15.169,1.35,1.1,13.127,0.0,0.0,0.0,0.0,0.0,0.0,13.9166,-0.0924,2.1579
TypeB1_0025,4,3,7.143,1.915,4.038,0.0,2.0188,1.0,13.0821,0.0,0.0,0.0,1.35,-3.896,11.621,1.35,-1.673,15.436,1.35,1.1,12.742,0.0,0.0,0.0,0.0,0.0,0.0,14.0996,-2.8849,-2.2306
TypeB1_0026,4,3,6.747,1.317,4.037,0.0,2.0183,1.0,11.9814,0.0,0.0,0.0,1.35,-3.918,10.551,1.35,-2.17,14.355,1.35,1.1,10.071,0.0,0.0,0.0,0.0,0.0,0.0,-7.4783,-1.5703,4.9129
TypeB1_0027,4,3,6.347,0.9,3.606,0.0,1.803,1.0,11.3954,0.0,0.0,0.0,1.35,-3.531,10.095,1.35,-1.975,13.552,1.35,1.1,10.161,0.0,0.0,0.0,0.0,0.0,0.0,-2.3165,2.8853,-0.8379
TypeB1_0028,4,3,7.286,1.684,4.044,0.0,2.0222,1.0,13.0016,0.0,0.0,0.0,1.35,-3.88,11.51,1.35,-2.422,15.35,1.35,1.1,10.985,0.0,0.0,0.0,0.0,0.0,0.0,-6.4487,-4.9743,-1.5464
TypeB1_0029,4,3,6.553,1.776,4.476,0.0,2.2378,1.0,12.1926,0.0,0.0,0.0,1.35,-4.27,10.575,1.35,-2.083,14.786,1.35,1.1,10.327,0.0,0.0,0.0,0.0,0.0,0.0,2.6072,2.0526,-2.4298
TypeB1_0030,4,3,6.233,0.836,4.345,0.0,2.1726,1.0,10.8768,0.0,0.0,0.0,1.35,-4.22,9.387,1.35,-1.914,13.396,1.35,1.1,10.236,0.0,0.0,0.0,0.0,0.0,0.0,-2.0422,-4.2596,4.0679
TypeB1_0031,4,3,6.994,1.18,4.038,0.0,2.019,1.0,12.3105,0.0,0.0,0.0,1.35,-3.852,10.794,1.35,-1.952,14.689,1.35,1.1,11.965,0.0,0.0,0.0,0.0,0.0,0.0,-0.5506,-4.9525,-1.6383
TypeB1_0032,4,3,6.63,1.854,4.209,0.0,2.1047,1.0,12.3504,0.0,0.0,0.0,1.35,-4.108,10.915,1.35,-2.493,14.784,1.35,1.1,12.427,0.0,0.0,0.0,0.0,0.0,0.0,-2.2494,2.6637,2.9022
TypeB1_0033,4,3,7.227,1.712,4.201,0.0,2.1004,1.0,12.9258,0.0,0.0,0.0,1.35,-4.033,11.403,1.35,-2.247,15.382,1.35,1.1,12.251,0.0,0.0,0.0,0.0,0.0,0.0,-8.792,4.4533,-3.9434
TypeB1_0034,4,3,6.226,1.714,3.62,0.0,1.8099,1.0,11.6538,0.0,0.0,0.0,1.35,-3.577,10.394,1.35,-2.013,13.814,1.35,1.1,10.695,0.0,0.0,0.0,0.0,0.0,0.0,3.0923,4.3256,-0.7168
TypeB1_0035,4,3,6.381,1.277,4.007,0.0,2.0037,1.0,11.5144,0.0,0.0,0.0,1.35,-3.862,10.054,1.35,-1.696,13.858,1.35,1.1,9.724,0.0,0.0,0.0,0.0,0.0,0.0,-9.0827,3.5469,-0.4722
